iter	Logloss
177	0.1020210707
178	0.1019662898
179	0.1016884504
180	0.101360505
181	0.1009178897
182	0.1005844933
183	0.1001864067
184	0.09969471423
185	0.09946616865
186	0.09916241891
187	0.0987558038
188	0.09809994911
189	0.09776842084
190	0.09741064828
191	0.09706169301
192	0.09679823025
193	0.09647457166
194	0.09601583798
195	0.09598690428
196	0.09575266401
197	0.09534657235
198	0.09511966929
199	0.09466142296
200	0.09422449334
201	0.09392999408
202	0.0934614233
203	0.09345779531
204	0.09286217254
205	0.09278169786
206	0.09262675002
207	0.09193587887
208	0.09172573498
209	0.09143306777
210	0.09118293472
211	0.09102846521
212	0.09084654206
213	0.09049116109
214	0.08998221308
215	0.08974395675
216	0.08949297537
217	0.08911651233
218	0.08835448917
219	0.08827408669
220	0.08791222586
221	0.0876066892
222	0.08716946176
223	0.08684133587
224	0.08657461513
225	0.08626418699
226	0.08570971759
227	0.08509694758
228	0.08484118302
229	0.08440109471
230	0.08410415874
231	0.08370849078
232	0.08347437687
233	0.08320484037
234	0.08303916198
235	0.08276725194
236	0.08248894328
237	0.08233469036
238	0.08194449147
239	0.08154640486
240	0.0813103506
241	0.0810490177
242	0.08078548274
243	0.08061882966
244	0.08017614218
245	0.07974969945
246	0.07947031684
247	0.07921239534
248	0.07873896918
249	0.07850192219
250	0.07835399569
251	0.07800755836
252	0.077670552
253	0.07696468153
254	0.07675354491
255	0.07651057761
256	0.07608475759
257	0.07559035315
258	0.07558619269
259	0.07516968634
260	0.07464540058
261	0.07441450403
262	0.07432600173
263	0.0738123608
264	0.07369180219
265	0.07350519063
266	0.0732625753
267	0.07304090666
268	0.07275760725
269	0.07253209403
270	0.07231034417
271	0.07203213027
272	0.07190229862
273	0.07172679216
274	0.07142836257
275	0.07120671198
276	0.07103820881
277	0.07066961544
278	0.07045494107
279	0.07008356805
280	0.06990044459
281	0.06965945373
282	0.06955948535
283	0.06930511062
284	0.06890547173
285	0.06868099636
286	0.0684696973
287	0.06825187777
288	0.06781950119
289	0.06758700273
290	0.06737372721
291	0.06710588288
292	0.06683129698
293	0.06668948031
294	0.06647020778
295	0.06606622793
296	0.06591596851
297	0.06557535221
298	0.06532932096
299	0.06516751875
300	0.06476234762
301	0.06455972144
302	0.06431946159
303	0.06405731646
304	0.06367066434
305	0.06329846554
306	0.06282053598
307	0.06259536119
308	0.06245467715
309	0.06224384286
310	0.06201823939
311	0.0619029513
312	0.06174613983
313	0.06155974938
314	0.06139544728
315	0.06120790615
316	0.06085788144
317	0.06060237409
318	0.06039497827
319	0.06017189725
320	0.05994207916
321	0.05969070971
322	0.05946588238
323	0.05927724474
324	0.05892578055
325	0.05868053447
326	0.05858450544
327	0.05840524463
328	0.05830363372
329	0.05819704109
330	0.05806549472
331	0.05788058885
332	0.05760301572
333	0.05745960165
334	0.0572549855
335	0.05692426044
336	0.05680700945
337	0.05658019213
338	0.0564218329
339	0.05612384102
340	0.05596292324
341	0.05584919645
342	0.05553885856
343	0.05529334173
344	0.0550109403
345	0.05485389869
346	0.05472547492
347	0.05443807371
348	0.05425822177
349	0.05406957511
350	0.0539311563
351	0.05364972955
352	0.05349648742
353	0.05328456112
354	0.05314437344
355	0.05290823345
356	0.05271303924
357	0.05244819567
358	0.052300567
359	0.05216988701
360	0.05203434263
361	0.05189991733
362	0.0517360078
363	0.05159371282
364	0.05140394256
365	0.05112039497
366	0.05098726924
367	0.05075877781
368	0.0506390134
369	0.05042234905
370	0.05037788807
371	0.05020279223
372	0.04999523848
373	0.04981944322
374	0.04968268499
375	0.0495204225
376	0.04935431994
377	0.04921954266
378	0.04909855087
379	0.04886584483
380	0.04857587605
381	0.04848187761
382	0.04832854974
383	0.04816847578
384	0.04800114132
385	0.04777181058
386	0.0475531743
387	0.04738101605
388	0.0471052885
389	0.04698962137
390	0.04671443532
391	0.04653072073
392	0.04635691996
393	0.04627334073
394	0.04611833874
395	0.04589065053
396	0.04581405202
397	0.04572922284
398	0.0454946667
399	0.04519138625
400	0.04507708188
401	0.04496903173
402	0.04487468584
403	0.04464992619
404	0.04453006701
405	0.04445438904
406	0.04431967494
407	0.04423108239
408	0.04419849813
409	0.04409464003
410	0.04388867466
411	0.04380246468
412	0.04361598849
413	0.04353356443
414	0.04328148202
415	0.04316997535
416	0.04309799306
417	0.04305202042
418	0.04292643497
419	0.04277803918
420	0.04257850853
421	0.04253879012
422	0.04241823151
423	0.04219264158
424	0.04210150853
425	0.04202302834
426	0.04180772675
427	0.04172997757
428	0.04161373285
429	0.04138237152
430	0.04133396216
431	0.0411361327
432	0.04095511655
433	0.04068236721
434	0.04060106223
435	0.04051929699
436	0.04043519432
437	0.04033105193
438	0.04023471606
439	0.04017121713
440	0.04008817036
441	0.03998983999
442	0.03981947318
443	0.03978331056
444	0.03963963478
445	0.03944632226
446	0.03931065604
447	0.03929080585
448	0.03916184962
449	0.03907451604
450	0.03901688328
451	0.03893926947
452	0.03886083892
453	0.03884018101
454	0.03882276303
455	0.03869899158
456	0.03852197795
457	0.03844888561
458	0.03824765377
459	0.03804991907
460	0.0379873091
461	0.0378986985
462	0.03774121468
463	0.03769528265
464	0.03752270249
465	0.03739172694
466	0.03727781514
467	0.03712943289
468	0.03709096442
469	0.03690581263
470	0.03677091578
471	0.03669172714
472	0.03645751846
473	0.03638974627
474	0.03622602176
475	0.03620945211
476	0.0361313442
477	0.03606725189
478	0.0359630689
479	0.03587960698
480	0.03572664236
481	0.03557560003
482	0.03540350045
483	0.03529084988
484	0.03522028223
485	0.03509587678
486	0.03506680094
487	0.0349928061
488	0.03485095108
489	0.03468216362
490	0.03460888626
491	0.03457184147
492	0.03439787599
493	0.03432721133
494	0.03418978977
495	0.03407458968
496	0.03403986879
497	0.03400212456
498	0.03396907778
499	0.03390093105
500	0.03386935758
501	0.03380054076
502	0.03360257141
503	0.03353682981
504	0.03346649004
505	0.03340193747
506	0.0333148814
507	0.03320483676
508	0.03313997734
509	0.03311003962
510	0.03295536705
511	0.03289098369
512	0.03286222597
513	0.03274891884
514	0.03266704305
515	0.03256423409
516	0.03253707828
517	0.03243364661
518	0.03226495842
519	0.03211873311
520	0.03202112473
521	0.03192429925
522	0.03167980674
523	0.03165312474
524	0.03152714445
525	0.03142342398
526	0.03136780828
527	0.03120161321
528	0.03111972613
529	0.03108501652
530	0.03101656295
531	0.03099046305
532	0.03096544839
533	0.03093941167
534	0.03087805841
535	0.03082254874
536	0.03075760585
537	0.03063795198
538	0.03057207276
539	0.03048269279
540	0.03038087657
541	0.03028741511
542	0.03019091678
543	0.03012069434
544	0.03004239013
545	0.03000250025
546	0.0298352425
547	0.02978072557
548	0.02971934975
549	0.02960032537
550	0.02952696228
551	0.02942274544
552	0.02936636939
553	0.02920061428
554	0.02912879444
555	0.028997406
556	0.0289438615
557	0.02886895741
558	0.02881449012
559	0.02869038475
560	0.02863569183
561	0.02848663949
562	0.02838273852
563	0.02830940476
564	0.02823931543
565	0.02817571498
566	0.02807162449
567	0.02798196024
568	0.02792573085
569	0.02787092512
570	0.02781916529
571	0.02773180464
572	0.02771979706
573	0.02766441149
574	0.02759164178
575	0.02755607254
576	0.02750690285
577	0.02746155292
578	0.02732219553
579	0.02727247532
580	0.02718605776
581	0.02710049305
582	0.02704256924
583	0.02702981486
584	0.0269327976
585	0.02684971699
586	0.02679385987
587	0.02674092455
588	0.02669390953
589	0.02668283828
590	0.02662532285
591	0.02658032715
592	0.02652161366
593	0.02641104557
594	0.02636152616
595	0.02630083623
596	0.02629006731
597	0.02618870008
598	0.02613496831
599	0.02610606394
600	0.0260547576
601	0.02595644303
602	0.02594485285
603	0.02581094422
604	0.02571977507
605	0.02566995333
606	0.02562149208
607	0.02557805768
608	0.02548742326
609	0.02545689892
610	0.02542924901
611	0.0253880821
612	0.02536125796
613	0.02524159733
614	0.02520050714
615	0.02519209597
616	0.02511057891
617	0.02504071746
618	0.02498790849
619	0.02491105278
620	0.02481143411
621	0.02480309965
622	0.02473253652
623	0.02470455042
624	0.02466527197
625	0.02465606436
626	0.02461001952
627	0.02450833866
628	0.02446473279
629	0.02443689335
630	0.02438172663
631	0.02429357179
632	0.0242471795
633	0.02421014372
634	0.02412422254
635	0.02405583891
636	0.02396944843
637	0.02392904412
638	0.02389416981
639	0.02378237209
640	0.02371907848
641	0.02369266271
642	0.02364139473
643	0.02357880281
644	0.02348649879
645	0.02344133162
646	0.02336321919
647	0.02330348138
648	0.02327843062
649	0.02320504722
650	0.02313121484
651	0.02309822446
652	0.02305010841
653	0.02295680037
654	0.02292492908
655	0.02285678461
656	0.02282644528
657	0.02276596518
658	0.02273675622
659	0.02268303122
660	0.02263285299
661	0.02260932969
662	0.02256929315
663	0.02250061171
664	0.02245756312
665	0.02242712678
666	0.02239679873
667	0.02233497392
668	0.02221185226
669	0.02214887452
670	0.0221205342
671	0.02204944312
672	0.02202246104
673	0.02196360992
674	0.0219139777
675	0.02189460583
676	0.02185100222
677	0.02182659899
678	0.02174292725
679	0.02171516001
680	0.0216883652
681	0.02166978752
682	0.02165189799
683	0.02162503775
684	0.02152099013
685	0.02144903717
686	0.02142331406
687	0.02134641773
688	0.02127841089
689	0.02117577566
690	0.02112197847
691	0.02109748951
692	0.0210535249
693	0.02098654689
694	0.0209623016
695	0.02093994251
696	0.02091932522
697	0.02088106657
698	0.02086114419
699	0.02083954996
700	0.02080520585
701	0.02077059325
702	0.02070716879
703	0.02068635069
704	0.02066298532
705	0.02062153188
706	0.02060135229
707	0.02058175029
708	0.02051791294
709	0.02049511389
710	0.02045386576
711	0.02043474885
712	0.02040726815
713	0.02038286041
714	0.02036427371
715	0.02030115834
716	0.02027388296
717	0.02022290829
718	0.02008952987
719	0.02002592716
720	0.01996817708
721	0.01992039946
722	0.01988098338
723	0.01985905748
724	0.01976838696
725	0.01969974161
726	0.01963309753
727	0.01959508933
728	0.01957416519
729	0.01951678061
730	0.01949629418
731	0.01943950073
732	0.01937300104
733	0.01935317116
734	0.0193021446
735	0.01924101245
736	0.01922113745
737	0.01919107564
738	0.01912868452
739	0.01910422489
740	0.01908441757
741	0.01907016957
742	0.0190331699
743	0.01897951485
744	0.01894584084
745	0.01891663977
746	0.01886142116
747	0.01880114411
748	0.01878260366
749	0.01875170818
750	0.01866386131
751	0.01864538968
752	0.01862825372
753	0.01861888817
754	0.0186036136
755	0.01855467629
756	0.01854200087
757	0.01849357798
758	0.0184430444
759	0.01842568959
760	0.01834331179
761	0.01832661129
762	0.01828580087
763	0.01826783462
764	0.01825321435
765	0.01822306342
766	0.0182053792
767	0.01811297929
768	0.01805602339
769	0.01800302264
770	0.01798635147
771	0.01795884256
772	0.01794211047
773	0.01789341909
774	0.01785690338
775	0.01780054989
776	0.01777875711
777	0.01772434171
778	0.01766815631
779	0.01762563906
780	0.01760869037
781	0.01758319627
782	0.01756729446
783	0.01750322133
784	0.01745850089
785	0.01743279245
786	0.01739678212
787	0.01733841835
788	0.01732380371
789	0.01729166054
790	0.01726646088
791	0.0172506967
792	0.01719860408
793	0.01717574523
794	0.01714427667
795	0.01712160396
796	0.01702095759
797	0.01697534707
798	0.01693083984
799	0.01690908203
800	0.0168756765
801	0.01686079225
802	0.01683849746
803	0.01682365721
804	0.01677355795
805	0.01672265209
806	0.0167023078
807	0.0166550243
808	0.0166406601
809	0.01661258714
810	0.01658328906
811	0.01656630653
812	0.0165346507
813	0.01651554056
814	0.01649194506
815	0.0164651322
816	0.01643429989
817	0.0164141485
818	0.01636647693
819	0.01634879272
820	0.01630339767
821	0.01625580506
822	0.01622421354
823	0.016209679
824	0.01616149752
825	0.01614695734
826	0.01606489541
827	0.0160238729
828	0.01597315996
829	0.01596589494
830	0.01595477631
831	0.01587670563
832	0.01582878362
833	0.0157836751
834	0.01575733492
835	0.01571236855
836	0.015698829
837	0.01567406478
838	0.01564955777
839	0.01564236158
840	0.01560172827
841	0.01555364607
842	0.0155326847
843	0.01551272509
844	0.01547732959
845	0.01543336498
846	0.01539523268
847	0.0153855287
848	0.01535756968
849	0.01535038364
850	0.0153036766
851	0.01528569795
852	0.01526654945
853	0.01524826282
854	0.01523870324
855	0.01520304376
856	0.01516968674
857	0.01507896997
858	0.01504511997
859	0.01501395713
860	0.01497342422
861	0.01496414554
862	0.0149251807
863	0.01488573416
864	0.01487731735
865	0.01486491155
866	0.01483954492
867	0.01479732775
868	0.01477103495
869	0.01476208229
870	0.01473084837
871	0.01470646432
872	0.01467235825
873	0.01465076965
874	0.01463311251
875	0.01462680188
876	0.01458052465
877	0.01455601989
878	0.01452955787
879	0.0144955364
880	0.01444497349
881	0.01442478488
882	0.01440701267
883	0.0143947084
884	0.0143627006
885	0.01430029707
886	0.0142778985
887	0.01424654839
888	0.01423082257
889	0.01420227468
890	0.01418531245
891	0.01416889172
892	0.01415245744
893	0.01411606356
894	0.01408618789
895	0.01405896891
896	0.0140376928
897	0.01401170346
898	0.01399309645
899	0.01395511307
900	0.01393899579
901	0.01391990934
902	0.01389811769
903	0.01388352336
904	0.01386807505
905	0.01384577913
906	0.01382815358
907	0.01380937961
908	0.0137923215
909	0.01376472911
910	0.01373420139
911	0.01372840631
912	0.01368372873
913	0.01366893473
914	0.01364791357
915	0.01363165754
916	0.01360438667
917	0.01358480723
918	0.01356561812
919	0.01353924297
920	0.01353293346
921	0.01346865727
922	0.01343994242
923	0.01342487429
924	0.01339376672
925	0.01338281731
926	0.01336655789
927	0.01336103242
928	0.01332841883
929	0.01330249153
930	0.01328960854
931	0.01322836584
932	0.01321574344
933	0.01318095035
934	0.01316344889
935	0.01311331353
936	0.01308345816
937	0.0130511187
938	0.01303140051
939	0.01299786638
940	0.01298600997
941	0.01296511854
942	0.01295348211
943	0.01294450689
944	0.0129246725
945	0.0129107855
946	0.01289978193
947	0.01287147095
948	0.01284155015
949	0.01283287613
950	0.01280614449
951	0.01279099626
952	0.0127633125
953	0.01272795761
954	0.01271701271
955	0.01270314488
956	0.01267654523
957	0.01266816565
958	0.01266019557
959	0.01265103872
960	0.01264331569
961	0.01263234485
962	0.01261899708
963	0.01260139409
964	0.012592561
965	0.01256982851
966	0.01253069333
967	0.0125038297
968	0.01249578178
969	0.01244051804
970	0.01242834238
971	0.01240497137
972	0.01239803577
973	0.01239128517
974	0.01236105076
975	0.01235471418
976	0.01234831217
977	0.01232928889
978	0.01232309671
979	0.0122924731
980	0.01227118232
981	0.01225699524
982	0.01225097679
983	0.01224501474
984	0.01223712363
985	0.01221248914
986	0.01216963797
987	0.01215493196
988	0.01214419351
989	0.01211812294
990	0.01206656278
991	0.01205483046
992	0.01203742715
993	0.01201974406
994	0.01198864552
995	0.01197292082
996	0.01196301604
997	0.01195312141
998	0.01194488171
999	0.01192206122
